transaction_id,customer_id,region,category,channel,amount,quantity,discount,promo,event_date
29440,1957,AMER,grocery,retail,47.34,1,0.225,bundle,2024-06-16
29441,2455,AMER,electronics,online,92.09,7,0.038,coupon,2024-03-13
29442,2490,AMER,grocery,online,110.34,8,0.113,coupon,2024-05-19
29443,1240,EMEA,sports,online,49.63,4,0.218,none,2024-09-11
29444,1246,EMEA,grocery,mobile,64.48,6,0.212,none,2024-03-18
29445,1890,LATAM,electronics,online,96.60,8,0.122,bundle,2024-10-06
29446,2037,LATAM,grocery,online,57.50,5,0.063,loyalty,2024-09-20
29447,1977,APAC,fashion,online,73.20,8,0.150,bundle,2024-10-25
29448,2208,AMER,fashion,retail,96.17,4,0.135,none,2024-06-05
29449,1290,EMEA,electronics,retail,49.04,5,0.041,none,2024-01-01
29450,1849,EMEA,fashion,mobile,58.43,2,0.209,bundle,2024-11-15
29451,2041,LATAM,fashion,retail,58.90,4,0.060,bundle,2024-06-06
29452,1580,AMER,fashion,mobile,28.40,5,0.131,none,2024-05-13
29453,1165,AMER,sports,online,48.76,1,0.247,none,2024-12-21
29454,2224,EMEA,toys,online,58.23,8,0.200,none,2024-11-06
29455,1895,AMER,fashion,partner,50.99,2,0.137,bundle,2024-05-05
29456,1372,APAC,toys,retail,64.80,3,0.024,none,2024-09-19
29457,2099,AMER,grocery,retail,89.98,3,0.006,none,2024-08-04
29458,1119,LATAM,electronics,online,38.32,4,0.182,none,2024-01-28
29459,2085,AMER,fashion,retail,77.03,2,0.160,none,2024-06-19
29460,1955,AMER,sports,online,96.60,3,0.083,none,2024-04-19
29461,1859,AMER,electronics,online,73.39,2,0.039,coupon,2024-09-09
29462,1401,LATAM,grocery,retail,39.67,1,0.108,coupon,2024-03-03
29463,1626,EMEA,electronics,retail,97.95,5,0.138,none,2024-06-21
29464,2185,EMEA,fashion,online,47.50,7,0.164,none,2024-01-07
29465,2062,EMEA,electronics,partner,45.54,4,0.030,bundle,2024-10-17
29466,1197,LATAM,grocery,mobile,60.27,2,0.235,coupon,2024-09-01
29467,1296,LATAM,grocery,online,99.01,7,0.226,none,2024-10-17
29468,1536,LATAM,electronics,online,47.44,7,0.221,coupon,2024-01-05
29469,1362,AMER,grocery,online,52.36,6,0.210,none,2024-05-07
29470,1804,AMER,grocery,online,89.75,2,0.085,none,2024-01-25
29471,2456,APAC,grocery,online,40.70,2,0.094,bundle,2024-12-22
29472,1363,EMEA,grocery,online,49.64,7,0.164,bundle,2024-02-21
29473,1212,LATAM,electronics,online,64.10,5,0.023,bundle,2024-10-14
29474,2190,LATAM,sports,online,55.88,3,0.243,coupon,2024-12-27
29475,1647,LATAM,grocery,retail,40.46,5,0.250,none,2024-03-18
29476,1674,LATAM,grocery,online,76.51,6,0.077,none,2024-11-21
29477,1991,APAC,toys,online,53.85,5,0.042,none,2024-10-08
29478,1094,LATAM,sports,mobile,275.20,8,0.179,none,2024-06-19
29479,1836,LATAM,electronics,online,83.06,5,0.223,none,2024-07-17
29480,1964,EMEA,grocery,online,47.87,5,0.138,coupon,2024-11-15
29481,1372,APAC,fashion,retail,43.63,8,0.027,coupon,2024-01-07
29482,2367,AMER,toys,mobile,82.88,7,0.164,bundle,2024-03-18
29483,1000,APAC,toys,mobile,43.34,4,0.161,coupon,2024-08-06
29484,1695,LATAM,sports,online,45.71,3,0.227,coupon,2024-08-20
29485,1326,AMER,electronics,online,62.18,7,0.192,none,2024-04-27
29486,1417,APAC,fashion,mobile,134.34,3,0.045,coupon,2024-09-28
29487,1965,LATAM,sports,mobile,38.69,4,0.125,loyalty,2024-08-01
29488,1692,LATAM,electronics,partner,54.64,8,0.174,none,2024-04-18
29489,1597,APAC,grocery,retail,89.46,1,0.212,loyalty,2024-01-10
29490,1280,LATAM,electronics,online,163.86,7,0.199,bundle,2024-10-27
29491,1434,EMEA,fashion,online,41.82,5,0.019,coupon,2024-07-11
29492,1514,LATAM,home,mobile,27.99,1,0.015,coupon,2024-02-14
29493,1267,EMEA,grocery,retail,53.38,3,0.100,bundle,2024-09-07
29494,2411,EMEA,grocery,online,28.15,3,0.214,loyalty,2024-10-28
29495,1794,AMER,grocery,mobile,31.84,6,0.197,none,2024-04-09
29496,1096,EMEA,grocery,retail,48.67,7,0.204,coupon,2024-09-16
29497,1644,EMEA,sports,retail,48.35,6,0.096,coupon,2024-10-23
29498,1430,EMEA,fashion,retail,49.25,2,0.250,none,2024-10-11
29499,2405,AMER,fashion,retail,48.82,1,0.024,coupon,2024-01-24
29500,1247,AMER,grocery,retail,39.25,3,0.078,none,2024-03-20
29501,2464,LATAM,electronics,online,58.91,7,0.030,coupon,2024-02-05
29502,1462,LATAM,electronics,online,82.57,1,0.141,none,2024-09-18
29503,1303,LATAM,home,retail,33.71,2,0.215,none,2024-11-07
29504,1791,LATAM,electronics,retail,64.09,3,0.025,none,2024-08-13
29505,1790,AMER,electronics,mobile,113.17,7,0.149,bundle,2024-01-15
29506,1989,LATAM,fashion,online,40.59,3,0.238,none,2024-06-20
29507,2136,AMER,electronics,mobile,45.88,8,0.117,loyalty,2024-03-03
29508,1443,EMEA,grocery,online,109.43,2,0.075,none,2024-09-11
29509,1033,APAC,electronics,online,71.36,5,0.198,none,2024-02-28
29510,1002,EMEA,toys,retail,36.66,7,0.215,coupon,2024-12-12
29511,1107,APAC,grocery,mobile,64.39,4,0.122,none,2024-12-03
29512,1845,AMER,electronics,retail,106.78,4,0.023,none,2024-07-12
29513,1414,APAC,toys,partner,70.49,3,0.134,none,2024-07-03
29514,1253,AMER,toys,online,78.16,1,0.216,none,2024-10-12
29515,1485,APAC,sports,mobile,12.82,5,0.153,coupon,2024-04-26
29516,2086,APAC,fashion,online,24.54,5,0.191,none,2024-09-27
29517,1328,APAC,electronics,mobile,78.60,2,0.027,none,2024-05-19
29518,2419,LATAM,grocery,retail,36.35,6,0.177,none,2024-05-21
29519,1915,LATAM,home,partner,52.80,1,0.170,none,2024-05-12
29520,2429,EMEA,home,retail,126.16,7,0.227,loyalty,2024-09-16
29521,1543,AMER,grocery,online,76.14,1,0.145,none,2024-01-18
29522,1544,LATAM,home,mobile,65.80,8,0.239,none,2024-11-28
29523,2121,APAC,toys,online,65.76,6,0.243,none,2024-01-11
29524,2213,APAC,home,online,24.47,2,0.218,none,2024-09-03
29525,2328,EMEA,sports,retail,41.97,1,0.207,coupon,2024-12-16
29526,2490,AMER,grocery,mobile,75.25,4,0.064,coupon,2024-05-11
29527,2204,AMER,electronics,online,17.54,6,0.092,none,2024-06-01
29528,1847,LATAM,sports,mobile,25.54,2,0.141,loyalty,2024-08-14
29529,1485,APAC,home,retail,36.44,2,0.067,none,2024-04-26
29530,1254,APAC,toys,online,19.63,8,0.017,bundle,2024-01-07
29531,2276,AMER,home,online,78.75,7,0.142,coupon,2024-02-14
29532,1235,EMEA,home,online,212.54,2,0.223,coupon,2024-12-13
29533,2457,EMEA,home,online,104.41,4,0.129,coupon,2024-07-12
29534,2165,AMER,sports,mobile,34.72,2,0.175,coupon,2024-08-04
29535,2322,AMER,grocery,online,54.77,2,0.059,coupon,2024-04-26
29536,1352,AMER,home,mobile,38.64,7,0.180,none,2024-04-10
29537,2075,LATAM,electronics,online,66.90,6,0.157,none,2024-08-19
29538,2389,LATAM,home,online,168.27,8,0.156,none,2024-11-26
29539,1715,AMER,grocery,online,31.61,3,0.035,none,2024-07-11
29540,1731,AMER,sports,mobile,35.83,4,0.058,loyalty,2024-06-01
29541,1356,LATAM,electronics,mobile,45.85,2,0.103,none,2024-12-11
29542,1812,EMEA,home,retail,45.25,7,0.127,none,2024-01-13
29543,2377,AMER,toys,retail,42.12,6,0.060,none,2024-12-23
29544,2350,APAC,grocery,online,34.97,4,0.038,none,2024-10-16
29545,1522,LATAM,grocery,retail,81.72,2,0.161,bundle,2024-03-01
29546,1267,EMEA,sports,online,89.39,6,0.138,none,2024-04-21
29547,1814,AMER,home,retail,90.61,6,0.056,loyalty,2024-07-19
29548,1747,EMEA,electronics,mobile,98.79,8,0.046,none,2024-10-18
29549,2150,APAC,sports,online,63.83,3,0.196,none,2024-05-16
29550,2060,LATAM,electronics,retail,54.59,7,0.011,coupon,2024-02-16
29551,1851,EMEA,sports,online,51.74,8,0.146,coupon,2024-01-22
29552,1952,EMEA,sports,retail,88.35,4,0.050,none,2024-09-13
29553,2060,LATAM,grocery,retail,38.64,3,0.185,none,2024-05-01
29554,1619,APAC,fashion,retail,49.04,8,0.248,none,2024-05-17
29555,1271,EMEA,fashion,online,54.85,1,0.010,none,2024-09-21
29556,1264,APAC,home,retail,60.13,2,0.207,bundle,2024-01-08
29557,2472,AMER,electronics,online,89.08,8,0.104,none,2024-12-19
29558,1657,LATAM,fashion,retail,97.14,3,0.109,loyalty,2024-12-17
29559,1278,AMER,sports,retail,66.23,1,0.210,none,2024-11-12
29560,2429,EMEA,fashion,online,44.61,1,0.039,none,2024-05-11
29561,1222,AMER,electronics,partner,106.22,7,0.003,none,2024-09-15
29562,1374,APAC,home,retail,24.62,6,0.193,none,2024-11-03
29563,2474,LATAM,fashion,retail,40.71,5,0.079,bundle,2024-04-13
29564,1446,AMER,toys,retail,97.39,4,0.064,none,2024-11-01
29565,1736,AMER,toys,online,49.58,7,0.107,coupon,2024-08-24
29566,1801,LATAM,electronics,retail,76.42,3,0.021,none,2024-10-14
29567,1754,EMEA,electronics,retail,77.14,3,0.058,none,2024-04-08
29568,1668,AMER,sports,online,23.87,4,0.140,loyalty,2024-06-04
29569,1938,APAC,grocery,retail,50.59,3,0.113,coupon,2024-06-06
29570,2129,APAC,home,online,44.46,8,0.153,loyalty,2024-04-28
29571,2087,LATAM,grocery,partner,74.17,7,0.217,none,2024-01-08
29572,1382,LATAM,electronics,retail,58.42,2,0.146,none,2024-11-11
29573,2391,EMEA,electronics,mobile,95.95,5,0.219,none,2024-03-18
29574,1004,LATAM,electronics,online,27.10,3,0.115,none,2024-09-11
29575,1634,AMER,grocery,partner,133.77,4,0.151,none,2024-12-28
29576,1483,EMEA,sports,retail,63.91,5,0.022,coupon,2024-06-11
29577,2432,AMER,home,retail,79.77,7,0.148,none,2024-02-03
29578,1691,LATAM,home,retail,81.91,8,0.129,none,2024-04-13
29579,2182,AMER,home,online,75.62,2,0.230,none,2024-08-05
29580,1842,LATAM,grocery,online,65.72,3,0.020,coupon,2024-01-26
29581,2062,EMEA,fashion,retail,91.21,7,0.188,none,2024-06-09
29582,2304,LATAM,fashion,online,52.52,6,0.228,none,2024-08-28
29583,1521,LATAM,electronics,retail,52.88,2,0.104,none,2024-05-23
29584,2056,LATAM,grocery,online,69.32,3,0.100,none,2024-05-07
29585,1215,LATAM,home,retail,34.20,3,0.102,none,2024-03-23
29586,1877,LATAM,grocery,retail,162.61,6,0.235,loyalty,2024-04-15
29587,2347,AMER,grocery,online,20.22,2,0.142,coupon,2024-01-22
29588,2422,APAC,fashion,mobile,42.05,7,0.029,none,2024-02-05
29589,2499,LATAM,fashion,online,80.33,7,0.226,none,2024-02-21
29590,1667,AMER,grocery,online,72.82,3,0.024,loyalty,2024-10-08
29591,1349,APAC,home,online,84.26,5,0.198,none,2024-04-21
29592,1339,EMEA,home,retail,71.29,4,0.010,none,2024-11-08
29593,1904,APAC,home,retail,41.75,1,0.080,bundle,2024-04-14
29594,2382,LATAM,home,retail,68.56,8,0.182,none,2024-08-08
29595,2093,LATAM,sports,online,32.63,5,0.089,coupon,2024-04-17
29596,1147,EMEA,electronics,retail,26.39,4,0.091,none,2024-10-05
29597,1176,EMEA,electronics,retail,60.82,3,0.248,none,2024-11-26
29598,1424,APAC,home,retail,127.35,1,0.124,none,2024-11-20
29599,1523,LATAM,electronics,mobile,81.24,8,0.213,none,2024-01-28
29600,1377,APAC,grocery,retail,53.47,1,0.218,none,2024-02-19
29601,1688,LATAM,home,retail,53.91,8,0.237,none,2024-08-05
29602,1062,EMEA,grocery,online,23.67,8,0.201,none,2024-02-20
29603,2302,APAC,sports,online,39.21,1,0.038,none,2024-03-14
29604,1283,APAC,electronics,mobile,22.03,2,0.056,none,2024-02-13
29605,2173,LATAM,sports,online,171.75,4,0.141,none,2024-01-16
29606,1705,AMER,fashion,online,91.36,5,0.060,none,2024-06-12
29607,1955,AMER,fashion,online,73.70,2,0.172,none,2024-03-01
29608,1472,AMER,toys,retail,58.06,8,0.130,coupon,2024-02-22
29609,1547,AMER,grocery,retail,89.74,6,0.077,none,2024-06-13
29610,1707,APAC,electronics,online,23.93,5,0.097,none,2024-02-19
29611,2105,APAC,electronics,partner,48.85,6,0.178,none,2024-06-11
29612,1029,EMEA,sports,retail,66.53,4,0.093,bundle,2024-03-27
29613,1140,LATAM,fashion,retail,68.05,4,0.243,none,2024-03-23
29614,1358,APAC,fashion,online,24.76,2,0.050,none,2024-05-16
29615,2229,APAC,home,online,51.61,2,0.153,bundle,2024-03-28
29616,1461,LATAM,fashion,retail,26.68,3,0.154,none,2024-10-18
29617,1713,EMEA,fashion,online,24.55,7,0.098,none,2024-02-03
29618,2192,APAC,electronics,online,15.19,1,0.182,none,2024-09-05
29619,1071,AMER,grocery,online,44.64,3,0.237,bundle,2024-12-04
29620,1250,APAC,fashion,mobile,83.93,2,0.193,none,2024-11-24
29621,1246,EMEA,grocery,retail,76.06,5,0.178,none,2024-09-24
29622,2020,AMER,grocery,online,51.30,8,0.142,none,2024-04-06
29623,1293,AMER,grocery,online,60.90,4,0.125,bundle,2024-08-02
29624,1884,APAC,electronics,retail,43.06,8,0.020,none,2024-11-23
29625,1508,LATAM,sports,retail,34.62,1,0.112,none,2024-06-25
29626,1286,EMEA,toys,retail,86.40,1,0.172,none,2024-10-17
29627,1861,AMER,sports,retail,53.41,2,0.220,none,2024-04-14
29628,1197,LATAM,sports,online,58.90,4,0.181,none,2024-12-16
29629,1780,APAC,grocery,retail,54.57,2,0.041,none,2024-08-18
29630,1569,APAC,grocery,online,51.70,3,0.135,bundle,2024-10-01
29631,1997,APAC,electronics,online,58.44,1,0.027,none,2024-10-21
29632,2121,APAC,fashion,online,65.59,3,0.175,loyalty,2024-08-11
29633,1574,AMER,home,mobile,61.60,5,0.112,bundle,2024-12-02
29634,2134,AMER,electronics,online,86.01,5,0.079,none,2024-10-20
29635,1979,APAC,toys,mobile,45.87,4,0.070,none,2024-03-08
29636,1388,AMER,fashion,online,38.51,4,0.061,none,2024-01-04
29637,2230,LATAM,home,online,24.37,4,0.153,bundle,2024-11-14
29638,1490,AMER,home,online,67.98,4,0.191,none,2024-02-27
29639,1750,LATAM,grocery,online,26.15,6,0.218,bundle,2024-05-08
29640,1737,AMER,home,mobile,49.73,1,0.047,none,2024-07-11
29641,1361,LATAM,home,retail,69.27,8,0.119,bundle,2024-10-16
29642,1302,LATAM,home,partner,20.21,5,0.093,none,2024-09-20
29643,2370,EMEA,home,retail,39.01,6,0.147,none,2024-07-14
29644,2324,AMER,grocery,online,38.89,1,0.006,none,2024-01-16
29645,2267,AMER,toys,partner,66.52,2,0.150,none,2024-01-18
29646,2372,AMER,electronics,online,36.81,7,0.018,coupon,2024-01-03
29647,2367,AMER,toys,online,44.57,7,0.204,loyalty,2024-06-12
29648,2278,APAC,fashion,retail,68.21,1,0.086,none,2024-10-13
29649,1377,APAC,fashion,online,28.82,5,0.008,none,2024-04-08
29650,2334,LATAM,grocery,retail,65.97,1,0.125,none,2024-06-11
29651,1708,LATAM,sports,partner,58.67,1,0.208,coupon,2024-09-07
29652,2222,LATAM,electronics,mobile,82.39,1,0.224,none,2024-11-11
29653,1208,AMER,grocery,retail,21.08,4,0.138,none,2024-08-01
29654,1958,APAC,electronics,retail,102.62,3,0.110,coupon,2024-06-01
29655,1964,EMEA,grocery,online,30.79,4,0.055,none,2024-09-16
29656,1168,APAC,toys,online,53.44,4,0.115,none,2024-10-02
29657,2212,EMEA,grocery,mobile,62.58,5,0.168,bundle,2024-01-23
29658,1744,EMEA,toys,online,11.84,2,0.063,coupon,2024-02-08
29659,2332,APAC,fashion,online,47.14,5,0.146,none,2024-11-15
29660,1798,AMER,grocery,online,38.16,7,0.090,coupon,2024-11-14
29661,1790,AMER,electronics,online,33.43,5,0.226,bundle,2024-08-09
29662,1191,EMEA,electronics,retail,83.43,3,0.030,none,2024-09-05
29663,1295,EMEA,grocery,online,37.78,8,0.049,none,2024-05-05
29664,1689,LATAM,grocery,online,46.76,2,0.131,none,2024-10-19
29665,1712,LATAM,grocery,online,134.05,7,0.074,none,2024-05-13
29666,1221,LATAM,home,online,46.32,7,0.195,none,2024-07-28
29667,2294,EMEA,home,mobile,88.42,1,0.069,none,2024-03-19
29668,1632,LATAM,fashion,retail,61.40,8,0.048,none,2024-12-11
29669,1990,EMEA,electronics,online,33.75,3,0.071,none,2024-09-21
29670,2351,EMEA,home,partner,65.66,3,0.194,none,2024-11-05
29671,2331,APAC,toys,online,126.12,3,0.041,none,2024-12-12
29672,1131,APAC,toys,mobile,47.10,1,0.034,coupon,2024-08-14
29673,1843,EMEA,grocery,online,70.58,2,0.156,none,2024-10-05
29674,1848,EMEA,fashion,online,57.99,8,0.117,bundle,2024-04-15
29675,2469,LATAM,grocery,online,86.82,5,0.165,none,2024-04-14
29676,1816,EMEA,fashion,mobile,36.56,5,0.092,none,2024-06-08
29677,2361,EMEA,toys,online,81.76,2,0.242,coupon,2024-11-01
29678,2159,AMER,grocery,online,49.81,5,0.004,none,2024-07-10
29679,1456,APAC,electronics,retail,60.64,1,0.073,none,2024-12-10
29680,1702,AMER,fashion,online,51.09,3,0.009,none,2024-01-08
29681,2305,AMER,toys,online,34.87,5,0.235,none,2024-02-27
29682,2497,AMER,sports,retail,32.63,3,0.110,none,2024-06-07
29683,1975,EMEA,electronics,retail,33.66,7,0.159,none,2024-12-18
29684,1194,APAC,grocery,mobile,44.83,7,0.156,loyalty,2024-10-06
29685,1033,APAC,electronics,retail,75.47,4,0.052,coupon,2024-04-11
29686,1941,AMER,home,online,68.65,6,0.026,coupon,2024-04-18
29687,1651,LATAM,fashion,retail,21.91,4,0.163,loyalty,2024-01-02
29688,2109,EMEA,fashion,online,61.15,6,0.015,none,2024-05-17
29689,1719,LATAM,home,online,171.46,3,0.247,none,2024-01-21
29690,1649,APAC,grocery,online,81.13,5,0.003,none,2024-04-07
29691,1375,AMER,electronics,online,118.41,2,0.241,coupon,2024-08-23
29692,1295,EMEA,fashion,retail,24.33,3,0.003,coupon,2024-03-01
29693,1208,AMER,electronics,online,71.19,2,0.125,bundle,2024-10-10
29694,2341,EMEA,toys,retail,84.82,6,0.103,none,2024-01-07
29695,1455,APAC,sports,online,27.96,2,0.040,none,2024-09-20
29696,1863,EMEA,toys,online,53.06,3,0.087,none,2024-07-23
29697,2364,APAC,sports,online,48.17,3,0.012,none,2024-07-02
29698,1839,APAC,fashion,online,45.22,3,0.204,coupon,2024-04-27
29699,1103,EMEA,toys,online,25.60,8,0.213,loyalty,2024-04-11
29700,1935,EMEA,fashion,online,56.50,5,0.155,bundle,2024-08-17
29701,2116,LATAM,sports,retail,81.64,1,0.186,none,2024-02-20
29702,2047,AMER,toys,online,67.03,4,0.107,none,2024-05-20
29703,2444,EMEA,toys,retail,60.79,5,0.056,none,2024-06-03
29704,2398,EMEA,toys,online,33.59,8,0.046,none,2024-01-15
29705,1444,EMEA,electronics,online,71.94,1,0.113,none,2024-02-18
29706,1941,AMER,home,retail,58.27,8,0.167,none,2024-09-26
29707,1213,EMEA,sports,online,42.02,2,0.124,none,2024-01-27
29708,1215,LATAM,electronics,retail,101.12,7,0.226,none,2024-07-06
29709,2444,EMEA,grocery,retail,39.99,2,0.003,none,2024-09-27
29710,1635,APAC,grocery,online,39.55,2,0.110,loyalty,2024-07-11
29711,2096,LATAM,home,online,20.27,2,0.187,none,2024-03-01
29712,1591,APAC,electronics,retail,44.75,7,0.030,loyalty,2024-08-23
29713,2416,LATAM,sports,partner,78.56,6,0.107,coupon,2024-04-05
29714,1621,APAC,grocery,retail,27.07,8,0.100,loyalty,2024-01-14
29715,1165,AMER,home,partner,94.35,6,0.110,none,2024-05-06
29716,2248,LATAM,grocery,online,21.77,4,0.105,coupon,2024-12-23
29717,2022,LATAM,sports,mobile,44.34,2,0.015,none,2024-12-20
29718,2164,AMER,grocery,online,34.10,8,0.054,coupon,2024-04-25
29719,2106,LATAM,fashion,retail,95.43,2,0.138,bundle,2024-05-06
29720,2084,LATAM,grocery,online,20.22,3,0.223,coupon,2024-05-22
29721,1542,APAC,toys,retail,93.41,4,0.088,none,2024-06-14
29722,1249,EMEA,grocery,mobile,81.59,7,0.032,none,2024-01-09
29723,1774,EMEA,grocery,retail,85.87,2,0.114,coupon,2024-10-05
29724,1153,AMER,home,online,39.24,6,0.171,coupon,2024-03-16
29725,1632,LATAM,grocery,online,41.04,2,0.134,coupon,2024-08-25
29726,2272,EMEA,electronics,retail,28.30,1,0.230,bundle,2024-06-24
29727,1873,EMEA,sports,online,62.87,1,0.175,none,2024-04-16
29728,1956,APAC,electronics,online,40.61,1,0.021,coupon,2024-11-05
29729,1439,LATAM,electronics,retail,61.04,5,0.042,none,2024-09-26
29730,1659,APAC,toys,online,59.36,2,0.212,coupon,2024-09-15
29731,1980,LATAM,sports,partner,63.15,5,0.128,loyalty,2024-03-19
29732,2041,LATAM,grocery,retail,31.25,4,0.239,bundle,2024-01-28
29733,1735,LATAM,electronics,retail,46.32,8,0.145,coupon,2024-12-10
29734,2134,AMER,grocery,online,28.99,7,0.045,bundle,2024-02-01
29735,1754,EMEA,home,retail,23.20,4,0.169,loyalty,2024-08-12
29736,1173,LATAM,electronics,online,77.62,4,0.233,coupon,2024-11-24
29737,2323,AMER,grocery,online,73.84,3,0.025,coupon,2024-07-02
29738,1174,APAC,fashion,retail,66.44,1,0.141,coupon,2024-04-03
29739,1498,LATAM,grocery,retail,47.12,1,0.186,none,2024-05-19
29740,1151,APAC,grocery,retail,38.92,4,0.228,none,2024-08-28
29741,1079,LATAM,electronics,online,49.95,3,0.011,none,2024-09-12
29742,1330,EMEA,toys,mobile,46.05,4,0.031,none,2024-06-13
29743,1003,APAC,toys,mobile,48.98,2,0.165,bundle,2024-10-21
29744,1123,LATAM,grocery,retail,36.35,6,0.154,none,2024-12-11
29745,1366,APAC,grocery,online,33.13,7,0.096,none,2024-11-09
29746,1924,AMER,home,retail,39.68,7,0.068,none,2024-02-10
29747,2348,EMEA,grocery,online,54.77,5,0.221,none,2024-03-10
29748,2072,AMER,toys,online,49.92,7,0.061,none,2024-06-22
29749,1227,AMER,home,retail,41.97,4,0.148,none,2024-08-16
29750,2186,LATAM,fashion,online,27.37,1,0.153,none,2024-11-25
29751,1590,APAC,grocery,online,24.27,5,0.117,loyalty,2024-08-19
29752,1371,AMER,fashion,mobile,53.04,2,0.009,none,2024-08-24
29753,1416,EMEA,grocery,online,54.03,7,0.129,none,2024-06-09
29754,1322,AMER,grocery,mobile,66.15,1,0.041,loyalty,2024-04-09
29755,1304,LATAM,home,retail,19.32,6,0.119,none,2024-03-22
29756,1224,APAC,fashion,retail,39.42,8,0.103,loyalty,2024-09-27
29757,1667,AMER,home,online,45.15,5,0.185,none,2024-03-09
29758,2095,EMEA,electronics,online,90.49,2,0.222,bundle,2024-08-15
29759,1980,LATAM,electronics,online,48.07,2,0.206,none,2024-01-18
29760,1024,APAC,fashion,retail,94.71,2,0.217,none,2024-01-26
29761,1885,EMEA,sports,mobile,45.15,2,0.081,none,2024-02-01
29762,1859,AMER,fashion,retail,32.65,7,0.052,bundle,2024-02-25
29763,1632,LATAM,electronics,mobile,35.73,5,0.038,none,2024-11-05
29764,2257,AMER,home,retail,34.89,6,0.067,coupon,2024-01-06
29765,2037,LATAM,grocery,retail,78.06,5,0.123,coupon,2024-01-18
29766,2326,LATAM,fashion,online,59.66,5,0.023,none,2024-06-23
29767,2463,AMER,toys,online,49.26,3,0.206,none,2024-03-24
29768,1582,AMER,grocery,online,78.99,8,0.006,none,2024-04-12
29769,1299,LATAM,grocery,online,26.52,3,0.031,coupon,2024-10-18
29770,1158,LATAM,fashion,mobile,76.19,6,0.199,coupon,2024-08-22
29771,1844,APAC,home,online,40.69,5,0.074,bundle,2024-12-24
29772,1495,LATAM,grocery,retail,43.75,5,0.245,loyalty,2024-01-06
29773,1248,APAC,home,retail,74.64,2,0.132,none,2024-09-22
29774,1854,AMER,grocery,retail,212.00,1,0.073,none,2024-12-09
29775,1713,EMEA,toys,online,39.91,4,0.039,bundle,2024-06-14
29776,1926,AMER,electronics,retail,54.96,2,0.154,bundle,2024-09-14
29777,1789,EMEA,sports,partner,58.02,1,0.114,none,2024-09-15
29778,2198,EMEA,home,retail,54.27,2,0.094,none,2024-05-20
29779,1136,EMEA,grocery,partner,68.85,7,0.216,bundle,2024-10-09
29780,1719,LATAM,toys,online,26.62,1,0.168,none,2024-10-22
29781,2456,APAC,grocery,retail,57.90,3,0.249,coupon,2024-09-06
29782,1499,EMEA,home,partner,63.48,4,0.207,coupon,2024-02-18
29783,1109,APAC,grocery,partner,16.73,1,0.162,none,2024-01-11
29784,1378,APAC,grocery,retail,42.47,5,0.032,none,2024-11-03
29785,1168,APAC,fashion,retail,32.36,8,0.177,none,2024-06-13
29786,2437,LATAM,electronics,retail,54.18,1,0.137,coupon,2024-01-05
29787,2335,EMEA,home,online,41.27,4,0.158,loyalty,2024-06-17
29788,1029,EMEA,sports,mobile,173.90,4,0.177,none,2024-11-10
29789,1050,AMER,grocery,online,35.07,6,0.082,none,2024-08-20
29790,1452,LATAM,electronics,online,23.16,5,0.031,bundle,2024-07-28
29791,2070,APAC,electronics,online,61.93,3,0.006,none,2024-03-12
29792,1588,LATAM,electronics,mobile,40.39,6,0.075,coupon,2024-10-25
29793,2363,AMER,electronics,retail,72.53,6,0.013,none,2024-06-14
29794,1441,LATAM,grocery,online,72.39,7,0.108,bundle,2024-05-03
29795,2414,EMEA,home,retail,62.80,4,0.143,none,2024-01-15
29796,1650,LATAM,toys,retail,83.08,8,0.056,none,2024-09-06
29797,1371,AMER,grocery,online,34.52,4,0.195,none,2024-04-27
29798,1769,LATAM,toys,retail,100.02,2,0.219,bundle,2024-02-14
29799,1201,LATAM,home,partner,197.61,7,0.239,coupon,2024-08-06
29800,1752,APAC,home,retail,88.20,5,0.188,none,2024-01-04
29801,1477,APAC,home,retail,98.23,6,0.230,coupon,2024-11-10
29802,1856,EMEA,home,online,133.86,7,0.105,coupon,2024-06-18
29803,2342,AMER,grocery,retail,56.33,8,0.004,none,2024-03-16
29804,1416,EMEA,home,partner,76.22,2,0.045,bundle,2024-09-09
29805,1045,LATAM,home,partner,105.57,4,0.149,none,2024-03-04
29806,1929,LATAM,home,online,34.66,4,0.049,none,2024-10-27
29807,1809,APAC,sports,retail,89.41,5,0.066,none,2024-01-07
29808,2058,LATAM,toys,mobile,60.55,3,0.001,none,2024-03-24
29809,1126,LATAM,home,online,30.77,8,0.210,none,2024-10-21
29810,1566,EMEA,home,online,87.27,7,0.185,loyalty,2024-07-03
29811,2144,EMEA,toys,mobile,63.72,7,0.242,none,2024-06-12
29812,2204,AMER,sports,mobile,46.38,1,0.219,bundle,2024-05-03
29813,1103,EMEA,home,retail,52.82,3,0.100,none,2024-07-21
29814,2203,APAC,toys,mobile,20.47,6,0.058,bundle,2024-06-18
29815,1784,EMEA,sports,retail,62.07,1,0.182,none,2024-03-17
29816,1840,LATAM,grocery,mobile,59.56,6,0.133,coupon,2024-07-17
29817,2012,APAC,grocery,retail,36.42,6,0.085,none,2024-07-04
29818,1984,LATAM,electronics,online,58.78,7,0.161,none,2024-03-09
29819,2074,AMER,grocery,retail,71.54,7,0.241,none,2024-12-04
29820,2330,EMEA,electronics,online,54.13,5,0.088,none,2024-02-20
29821,1613,EMEA,home,online,63.86,4,0.001,none,2024-03-13
